1,308.5
2,308.5
3,308.5
4,308.5
5,308.5
6,308.5
7,308.5
8,308.5
9,308.5
10,308.5
11,308.5
12,308.5
13,312.5
14,312.5
15,312.5
16,312.5
17,312.5
18,312.5
19,312.5
20,312.5
21,312.5
22,312.5
23,312.5
24,312.5
25,312.5
26,312.5
27,312.5
28,312.5
29,312.5
30,312.5
31,312.5
32,312.5
33,312.5
34,312.5
35,312.5
36,312.5
37,312.5
38,312.5
39,312.5
40,312.5
41,312.5
42,312.5
43,312.5
44,312.5
45,312.5
46,312.5
47,312.5
48,312.5
49,312.5
50,312.5
51,312.5
52,312.5
53,312.5
54,312.5
55,312.5
56,312.5
57,312.5
58,312.5
59,312.5
60,312.5
61,312.5
62,312.5
63,312.5
64,312.5
65,312.5
66,312.5
67,312.5
68,312.5
69,312.5
70,312.5
71,312.5
72,312.5
73,312.5
74,312.5
75,312.5
76,312.5
77,312.5
78,312.5
79,312.5
80,312.5
81,312.5
82,312.5
83,312.5
84,312.5
85,312.5
86,312.5
87,312.5
88,312.5
89,312.5
90,312.5
91,312.5
92,312.5
93,312.5
94,312.5
95,312.5
96,312.5
97,312.5
98,312.5
99,312.5
100,312.5
101,312.5
102,312.5
103,312.5
104,312.5
105,312.5
106,312.5
107,312.5
108,312.5
109,312.5
110,312.5
111,312.5
112,312.5
113,312.5
114,312.5
115,312.5
116,312.5
117,312.5
118,312.5
119,312.5
120,312.5
121,312.5
122,312.5
123,312.5
124,312.5
125,312.5
126,312.5
127,312.5
128,312.5
129,312.5
130,312.5
131,312.5
132,312.5
133,312.5
134,312.5
135,312.5
136,312.5
137,312.5
138,312.5
139,312.5
140,312.5
141,312.5
142,312.5
143,312.5
144,312.5
145,312.5
146,312.5
147,312.5
148,312.5
149,312.5
150,312.5
151,312.5
152,312.5
153,312.5
154,312.5
155,312.5
156,312.5
157,312.5
158,312.5
159,312.5
160,312.5
161,312.5
162,312.5
163,312.5
164,312.5
165,312.5
166,312.5
167,312.5
168,312.5
169,312.5
170,312.5
171,312.5
172,312.5
173,312.5
174,312.5
175,312.5
176,312.5
177,312.5
178,312.5
179,312.5
180,312.5
181,312.5
182,312.5
183,312.5
184,312.5
185,312.5
186,312.5
187,312.5
188,312.5
189,312.5
190,312.5
191,312.5
192,312.5
193,312.5
194,312.5
195,312.5
196,312.5
197,312.5
198,312.5
199,312.5
200,312.5
201,312.5
202,312.5
203,312.5
204,312.5
205,312.5
206,312.5
207,312.5
208,312.5
209,312.5
210,312.5
211,312.5
212,312.5
213,312.5
214,312.5
215,312.5
216,312.5
217,312.5
218,312.5
219,312.5
220,312.5
221,312.5
222,312.5
223,312.5
224,312.5
225,312.5
226,312.5
227,312.5
228,312.5
229,312.5
230,312.5
231,312.5
232,312.5
233,312.5
234,312.5
235,312.5
236,312.5
237,312.5
238,312.5
239,312.5
240,312.5
241,312.5
242,312.5
243,312.5
244,312.5
245,312.5
246,312.5
247,312.5
248,312.5
249,312.5
250,312.5
251,312.5
252,312.5
253,312.5
254,312.5
255,312.5
256,312.5
257,312.5
258,312.5
259,312.5
260,312.5
261,312.5
262,312.5
263,312.5
264,312.5
265,312.5
266,312.5
267,312.5
268,312.5
269,312.5
270,312.5
271,312.5
272,312.5
273,312.5
274,312.5
275,312.5
276,312.5
277,312.5
278,312.5
279,312.5
280,312.5
281,312.5
282,312.5
283,312.5
284,312.5
285,312.5
286,312.5
287,312.5
288,312.5
289,312.5
290,312.5
291,312.5
292,312.5
293,312.5
294,312.5
295,312.5
296,312.5
297,312.5
298,312.5
299,312.5
300,312.5
301,312.5
302,312.5
303,312.5
304,312.5
305,312.5
306,312.5
307,312.5
308,312.5
309,312.5
310,312.5
311,312.5
312,312.5
313,312.5
314,312.5
315,312.5
316,312.5
317,312.5
318,312.5
319,312.5
320,312.5
321,312.5
322,312.5
323,312.5
324,312.5
325,312.5
326,312.5
327,312.5
328,312.5
329,312.5
330,312.5
331,312.5
332,312.5
333,312.5
334,312.5
335,312.5
336,312.5
337,312.5
338,312.5
339,312.5
340,312.5
341,312.5
342,312.5
343,312.5
344,312.5
345,312.5
346,312.5
347,312.5
348,312.5
349,312.5
